ComplaintID,Date,Time,Province,District,CustomerType,CustomerPlan,ComplaintChannel,ComplaintText,Language,Category,SubCategory,Priority,Severity,Department,Status,AssignedEngineer,Resolution,ResolutionHours,Escalated,DuplicateTicket,Sentiment,CustomerRating,NetworkTechnology,DeviceType,RouterBrand,EstimatedCost,AISummary
NTC-202604-010582,2026-04-20,02:24:25,Sudurpashchim,Kanchanpur,Government,GovNet Dedicated 50Mbps,Social Media,Yesterday dekhi router ko LOS red bhai rako xa. Wire khukulo thiyo tara taade pani aayena.,Nepali-English,LOS Red,Patch Cord Damaged,Critical,High,Fiber Team,Resolved,Eng. Prakash Maharjan,Field team dispatched to site in Kanchanpur. Re-spliced optical fiber cable and tested optical power level (-19dBm). Link restored.,5.24,False,False,Frustrated,3,FTTH,Wi-Fi Router,Netgear,1568.35,Loss of Signal (LOS) detected on ONT device.
NTC-202602-014868,2026-02-24,02:39:55,Sudurpashchim,Achham,Business,Corporate Dedicated 50Mbps,Mobile App,Nokia ONT box ma LOS red light baleko chha. Cable sab thik dekhincha tara net aayena.,Nepali-English,LOS Red,Optical Power Low,High,High,Fiber Team,Escalated,Eng. Subash Giri,Pending investigation by assigned field team.,0.0,True,True,Angry,,FTTH,Wi-Fi Router,D-Link,2414.58,Loss of Signal (LOS) detected on ONT device.
NTC-202606-014425,2026-06-23,11:27:32,Bagmati,NuwaKot,Corporate,SLA Premium Fiber,Call Center (198),"NTC Support, Number suspend vayecha kyc fill nagarera, instant unblock garidinu.",Nepali-English,SIM Blocked,Inactivity Suspension,Critical,High,Mobile Team,Closed,Eng. Prakash Maharjan,Rebooted port interface on OLT/BRAS gateway and refreshed PPPoE user session credentials.,4.73,True,False,Frustrated,5,4G,MiFi Dongle,N/A,5933.0,SIM line locked or blocked due to security/inactivity.
NTC-202607-003025,2026-07-21,16:03:42,Lumbini,Banke,Government,Secured Intranet SLA,Web Portal,Requesting official VAT tax invoice copy for tax filing purposes. Waiting for reply.,English,Billing,Rental Overcharge,Low,Low,Billing,Escalated,Eng. Nabin Chaudhary,Pending investigation by assigned field team.,0.0,True,False,Frustrated,,FTTH,MiFi Dongle,Unknown/Generic,389.32,Billing discrepancy or customer account tariff dispute.
NTC-202607-000252,2026-07-10,09:05:01,Karnali,Rukum West,Government,Secured Intranet SLA,Mobile App,"TV MA IPTV CHANNEL SAB STHAPIT (FREEZE) VAYO, SOUND MAATRA AAUCHHA VIDEO AUDAINA. SOLVED THIS FAST.",Nepali-English,IPTV,Channel Black Screen,Critical,Medium,Internet Support,Closed,Eng. Subash Giri,Rebooted port interface on OLT/BRAS gateway and refreshed PPPoE user session credentials.,2.63,True,False,Angry,5,FTTH,Fiber Media Converter,Unknown/Generic,6012.62,"IPTV stream pixelation, freezing, or STB authentication failure."
NTC-202606-012147,2026-06-18,07:33:21,Koshi,Ilam,Residential,Fiber 50Mbps,Social Media,"NTC SUPPORT, WEBSITES HARU OPEN HUDAINA DNS LOOKUP FAILED BHANXA. SOLVED THIS FAST.",Nepali-English,DNS,DNS Server Timeout,Medium,Medium,Network Operations,In Progress,Eng. Sita Adhikari,Pending investigation by assigned field team.,0.0,False,False,Frustrated,,FTTH,4G CPE Router,Tenda,443.75,Primary/Secondary DNS server resolution failure for target domain names.
NTC-202606-011439,2026-06-30,16:26:26,Sudurpashchim,Dadeldhura,Business,Biz 4G Pro,Social Media,Submitted KYC form 3 days ago at counter but SIM line not activated yet.,English,SIM Activation,KYC Verification Pending,Medium,Medium,Mobile Team,In Progress,Eng. Nabin Chaudhary,Pending investigation by assigned field team.,0.0,False,False,Neutral,,4G,Wi-Fi Router,N/A,402.08,SIM card provisioning or KYC activation issue.
NTC-202605-007093,2026-05-11,17:38:17,Gandaki,Kaski,Business,Biz 4G Pro,Mobile App,"Problem report - Internet dammi slow cha, 200Mbps ko package ho tara speed 5Mbps ni aaudaina. Thanks.",Nepali-English,Internet Slow,Peak Hour Degradation,Medium,Medium,Internet Support,Resolved,Eng. Deepa Sharma,Rebooted port interface on OLT/BRAS gateway and refreshed PPPoE user session credentials.,44.05,False,False,Frustrated,2,ADSL,ONT Optical Router,Netgear,404.35,Customer experiencing lower than subscribed bandwidth speed.
NTC-202607-000933,2026-07-02,07:10:03,Sudurpashchim,Kailali,Residential,Fiber 50Mbps,Social Media,Calls drop automatically within 10 seconds of answering on 4G VoLTE.,English,Voice Call,VoLTE Call Drop,Medium,Medium,Mobile Team,In Progress,Eng. Subash Giri,Pending investigation by assigned field team.,0.0,False,False,Neutral,,4G,Smartphone,N/A,250.74,Voice call quality degradation or call establishment failure.
NTC-202602-007218,2026-02-21,06:07:57,Lumbini,Dang,Business,BizFiber 300Mbps,Web Portal,"Data drop bhaerako chha connection bata, live stream garna payena. Thanks.",Nepali-English,Packet Loss,Upstream Loss >15%,Medium,Medium,Network Operations,Pending,Eng. Unassigned,Pending investigation by assigned field team.,0.0,False,True,Neutral,,FTTH,Smartphone,D-Link,391.83,Significant packet drop detected on connection link.
NTC-202605-003685,2026-05-21,06:20:16,Sudurpashchim,Kailali,Corporate,Dedicated Enterprise Fiber 1Gbps,Mobile App,SIM ma PUK code maagyo mistakely PIN wrong hanera. Unlock code chahiyo. Waiting for reply.,Nepali-English,SIM Blocked,PUK Code Locked,Critical,High,Mobile Team,Resolved,Eng. Subash Giri,Recharge transaction re-processed manually via payment clearing system; customer account credited.,0.54,False,False,Angry,4,5G,4G CPE Router,N/A,1925.58,SIM line locked or blocked due to security/inactivity.
NTC-202604-008369,2026-04-10,10:54:53,Madhesh,Saptari,Corporate,Dedicated Enterprise Fiber 1Gbps,SMS Alert,"Respected Sir, Huawei router tataerakhya chha ra light haru sabai blink bhayera reset hunchha.",Nepali-English,Router Issue,Continuous Rebooting,Critical,Medium,Internet Support,In Progress,Eng. Anish Karki,Pending investigation by assigned field team.,0.0,True,False,Frustrated,,4G,4G CPE Router,N/A,2846.41,Hardware or firmware malfunction reported on customer premises router.
NTC-202604-009479,2026-04-27,06:03:44,Gandaki,Kaski,Government,GovNet Enterprise Fiber 100Mbps,Counter Visit,ROUTER LOG MA PPPOE AUTHENTICATION FAILED BHANCHHA.,Nepali-English,Authentication,RADIUS Server Timeout,Critical,High,Network Operations,Closed,Eng. Sunita Tamang,Rebooted port interface on OLT/BRAS gateway and refreshed PPPoE user session credentials.,4.12,False,False,Frustrated,4,ADSL,ONT Optical Router,TP-Link,6757.66,PPPoE or RADIUS AAA authentication rejection.
NTC-202605-011725,2026-05-19,08:45:33,Sudurpashchim,Kanchanpur,Government,GovNet Enterprise Fiber 100Mbps,Social Media,Query regarding 5G coverage expansion schedule in our municipality ward.,English,Others,General Information Request,Low,Low,Customer Care,Resolved,Eng. Deepa Sharma,Field team dispatched to site in Kanchanpur. Re-spliced optical fiber cable and tested optical power level (-19dBm). Link restored.,37.39,False,False,Neutral,5,4G,MiFi Dongle,N/A,413.81,General inquiry or non-technical support ticket.
NTC-202605-007418,2026-05-18,22:42:30,Lumbini,Kapilvastu,Government,GovNet Enterprise Fiber 100Mbps,Mobile App,nokia ont box ma los red light baleko chha. cable sab thik dekhincha tara net aayena.,Nepali-English,LOS Red,Solid Red LOS Light,Critical,High,Fiber Team,Resolved,Eng. Subash Giri,Replaced faulty power supply adapter unit for ONT device. Verified line online status.,3.37,False,True,Angry,3,FTTH,Wi-Fi Router,TP-Link,7024.62,Loss of Signal (LOS) detected on ONT device.
NTC-202606-010505,2026-06-27,12:31:11,Madhesh,Sarlahi,Corporate,Dedicated Enterprise Fiber 1Gbps,Mobile App,"Number suspend vayecha kyc fill nagarera, instant unblock garidinu. Urgent response needed!",Nepali-English,SIM Blocked,PUK Code Locked,Critical,High,Mobile Team,Closed,Eng. Nabin Chaudhary,Replaced faulty power supply adapter unit for ONT device. Verified line online status.,2.72,False,False,Frustrated,3,5G,Fiber Media Converter,N/A,4964.99,SIM line locked or blocked due to security/inactivity.
NTC-202602-010516,2026-02-24,20:08:22,Gandaki,Syangja,Business,Corporate Dedicated 50Mbps,Web Portal,"FYI, Internet dammi slow cha, 200Mbps ko package ho tara speed 5Mbps ni aaudaina.",Nepali-English,Internet Slow,Speed Test Below SLA,Medium,Medium,Internet Support,Pending,Eng. Unassigned,Pending investigation by assigned field team.,0.0,False,False,Frustrated,,Fiber,Fiber Media Converter,ZTE,91.21,Customer experiencing lower than subscribed bandwidth speed.
NTC-202607-013510,2026-07-27,15:12:43,Koshi,Jhapa,Business,BizFiber 300Mbps,Counter Visit,"Dear NTC, Phone garda Network Busy matra dekhauchha continuous.",Nepali-English,Voice Call,One-Way Audio,Medium,Medium,Mobile Team,Resolved,Eng. Sita Adhikari,Replaced faulty power supply adapter unit for ONT device. Verified line online status.,44.01,False,False,Neutral,5,4G,ONT Optical Router,N/A,246.72,Voice call quality degradation or call establishment failure.
NTC-202602-007173,2026-02-16,09:42:52,Koshi,Sunsari,Corporate,Dedicated Enterprise Fiber 1Gbps,Counter Visit,Complain: Bill invoice copy mail gardinus accounting department ko lagi. Please fix ASAP.,Nepali-English,Billing,Tax Invoice Request,Low,Low,Billing,In Progress,Eng. Subash Giri,Pending investigation by assigned field team.,0.0,False,False,Happy,,Fiber,ONT Optical Router,ZTE,465.73,Billing discrepancy or customer account tariff dispute.
NTC-202603-003329,2026-03-05,19:24:52,Sudurpashchim,Achham,Business,BizFiber 300Mbps,Call Center (198),bill invoice copy mail gardinus accounting department ko lagi. urgent response needed!,Nepali-English,Billing,Incorrect Tariff Charged,Low,Low,Billing,In Progress,Eng. Anish Karki,Pending investigation by assigned field team.,0.0,False,False,Neutral,,4G,MiFi Dongle,N/A,156.82,Billing discrepancy or customer account tariff dispute.
NTC-202605-005024,2026-05-26,16:05:46,Bagmati,NuwaKot,Government,GovNet Dedicated 50Mbps,Mobile App,Urgent: Naya connection line lina bill payment counter kata chha?,Nepali-English,Others,Name Transfer Inquiry,Low,Low,Customer Care,Resolved,Eng. Subash Giri,Rebooted port interface on OLT/BRAS gateway and refreshed PPPoE user session credentials.,56.63,False,False,Neutral,4,FTTH,Fiber Media Converter,ZTE,187.47,General inquiry or non-technical support ticket.
NTC-202606-002215,2026-06-23,22:23:03,Bagmati,Bhaktapur,Residential,4G Unlimited Pack,SMS Alert,default dns server le ip resolve garena.,Nepali-English,DNS,DNS Server Timeout,Medium,Medium,Network Operations,Resolved,Eng. Sita Adhikari,Replaced faulty power supply adapter unit for ONT device. Verified line online status.,11.6,False,False,Neutral,4,4G,Smartphone,N/A,337.55,Primary/Secondary DNS server resolution failure for target domain names.
NTC-202603-002217,2026-03-18,19:40:09,Lumbini,Palpa,Business,BizFiber 300Mbps,Social Media,"bihan ko time ping thik hunchha, diuso dekhi high ping le problem diyo. please fix asap.",Nepali-English,High Ping,Packet Routing Delay,Medium,Medium,Internet Support,Resolved,Eng. Sita Adhikari,Adjusted WiFi radio channel frequencies and updated router firmware to resolve stability issue.,16.31,False,False,Neutral,4,4G,Wi-Fi Router,N/A,30.13,High latency/ping spikes affecting real-time network traffic.
NTC-202606-014796,2026-06-12,06:03:00,Bagmati,NuwaKot,Government,GovNet Enterprise Fiber 100Mbps,Mobile App,Getting 'Network Busy' / 'All lines are occupied' error code when dialing.,English,Voice Call,Outbound Network Busy,Critical,Medium,Mobile Team,In Progress,Eng. Unassigned,Pending investigation by assigned field team.,0.0,False,False,Angry,,4G,Smartphone,N/A,5769.21,Voice call quality degradation or call establishment failure.
NTC-202604-002860,2026-04-04,10:13:19,Madhesh,Dhanusha,Business,Corporate Dedicated 50Mbps,Web Portal,Internet line arko manche ko naam ma transfer garna k k document chahinchha?,Nepali-English,Others,Shift Connection Request,Low,Low,Customer Care,In Progress,Eng. Subash Giri,Pending investigation by assigned field team.,0.0,False,False,Neutral,,4G,MiFi Dongle,N/A,231.06,General inquiry or non-technical support ticket.
NTC-202605-004025,2026-05-26,21:27:33,Sudurpashchim,Kanchanpur,Residential,4G Unlimited Pack,Call Center (198),High packet latency jitter during Zoom video call meetings.,English,High Ping,International Gateway Jitter,Medium,Medium,Internet Support,Resolved,Eng. Sita Adhikari,KYC documents manually verified in billing engine system and SIM profile activated.,18.0,False,False,Neutral,5,5G,Fiber Media Converter,N/A,435.47,High latency/ping spikes affecting real-time network traffic.
NTC-202606-002761,2026-06-24,07:19:19,Bagmati,NuwaKot,Business,BizFiber 150Mbps,Counter Visit,"Dear NTC, Not receiving any bank OTP transaction SMS codes on my mobile number. Solved this fast.",English,SMS Failure,OTP SMS Delayed,Low,Low,Mobile Team,Resolved,Eng. Ramesh Shrestha,KYC documents manually verified in billing engine system and SIM profile activated.,57.49,False,False,Happy,4,5G,MiFi Dongle,N/A,433.45,Customer unable to send or receive SMS / OTP notifications.
NTC-202604-003291,2026-04-09,07:22:57,Bagmati,Kavrepalanchok,Government,GovNet Dedicated 50Mbps,Call Center (198),SMS SENDING FAILED ERROR CODE 38 ON ANDROID MESSAGES APP.,English,SMS Failure,OTP SMS Delayed,Low,Low,Mobile Team,Resolved,Eng. Ramesh Shrestha,Replaced faulty power supply adapter unit for ONT device. Verified line online status.,50.78,False,False,Happy,5,5G,ONT Optical Router,N/A,320.74,Customer unable to send or receive SMS / OTP notifications.
NTC-202607-010044,2026-07-05,20:01:13,Madhesh,Bara,Corporate,SLA Premium Fiber,Call Center (198),Huawei router tataerakhya chha ra light haru sabai blink bhayera reset hunchha.,Nepali-English,Router Issue,Overheating ONT,Critical,Medium,Internet Support,Resolved,Eng. Prakash Maharjan,Field team dispatched to site in Bara. Re-spliced optical fiber cable and tested optical power level (-19dBm). Link restored.,2.61,True,False,Frustrated,5,ADSL,ONT Optical Router,TP-Link,5040.83,Hardware or firmware malfunction reported on customer premises router.
NTC-202607-002627,2026-07-01,14:25:18,Bagmati,Kavrepalanchok,Residential,ADSL Standard,Mobile App,SIM card suddenly showing 'SIM Rejected' / 'MM#2 blocked' status.,English,SIM Blocked,PUK Code Locked,Medium,High,Mobile Team,Resolved,Eng. Unassigned,Recharge transaction re-processed manually via payment clearing system; customer account credited.,23.91,False,False,Frustrated,3,5G,Wi-Fi Router,N/A,389.06,SIM line locked or blocked due to security/inactivity.
NTC-202604-004610,2026-04-27,17:54:16,Karnali,Dailekh,Business,Corporate Dedicated 50Mbps,Call Center (198),"FYI, Fiber wire broken on the main street pole near my home. Fiber link down completely.",English,Fiber Cut,Drop Wire Snapped,Critical,Critical,Fiber Team,Resolved,Eng. Sunita Tamang,Replaced faulty power supply adapter unit for ONT device. Verified line online status.,1.29,True,False,Angry,3,Fiber,Smartphone,D-Link,3338.64,Physical fiber optic cable break identified; field repair dispatched.
NTC-202604-013284,2026-04-20,16:23:41,Sudurpashchim,Kailali,Residential,ADSL Standard,Social Media,"DEAR NTC, ESEWA BATA RECHARE GAREKO PAISA KATYO TARA ACCOUNT MA BALANCE CREDIT BHAYENA.",Nepali-English,Recharge Issue,Scratch Card Invalid,Medium,Medium,Billing,Resolved,Eng. Prakash Maharjan,Replaced faulty power supply adapter unit for ONT device. Verified line online status.,29.26,False,False,Neutral,4,ADSL,Wi-Fi Router,Unknown/Generic,203.57,Recharge/Top-up transaction success in payment portal but uncredited in billing Engine.
NTC-202604-012473,2026-04-09,16:21:49,Lumbini,Rupandehi,Residential,Fiber 200Mbps,Web Portal,One-way audio issue during voice calls; caller cannot hear my voice. Solved this fast.,English,Voice Call,One-Way Audio,Medium,Medium,Mobile Team,Pending,Eng. Unassigned,Pending investigation by assigned field team.,0.0,False,False,Neutral,,5G,Fiber Media Converter,N/A,437.21,Voice call quality degradation or call establishment failure.
NTC-202602-011740,2026-02-16,03:38:06,Gandaki,Lamjung,Government,GovNet Dedicated 50Mbps,Social Media,Internet has been down completely since 2 PM. Broadband status says offline.,English,Internet Down,No Broadband Access,Critical,High,Internet Support,Resolved,Eng. Nabin Chaudhary,Replaced faulty power supply adapter unit for ONT device. Verified line online status.,1.02,True,False,Angry,5,4G,Wi-Fi Router,N/A,3567.36,Total internet connectivity blackout reported by customer.
NTC-202605-006662,2026-05-31,04:25:42,Sudurpashchim,Achham,Corporate,Dedicated Enterprise Fiber 1Gbps,Mobile App,"Packet loss bho dherai, cmd ma ping garda request timed out aauchha continuous.",Nepali-English,Packet Loss,Downstream Drops,Critical,Medium,Network Operations,Resolved,Eng. Sunita Tamang,Field team dispatched to site in Achham. Re-spliced optical fiber cable and tested optical power level (-19dBm). Link restored.,1.0,True,False,Angry,4,Fiber,4G CPE Router,Netgear,3599.05,Significant packet drop detected on connection link.
NTC-202607-013940,2026-07-17,16:58:38,Karnali,Jumla,Residential,Fiber 50Mbps,SMS Alert,"Connection stable chaina, drop packets dherai dekhiyo router status ma. Please fix ASAP.",Nepali-English,Packet Loss,Upstream Loss >15%,Medium,Medium,Network Operations,Resolved,Eng. Ramesh Shrestha,Field team dispatched to site in Jumla. Re-spliced optical fiber cable and tested optical power level (-19dBm). Link restored.,26.22,False,False,Frustrated,1,Fiber,4G CPE Router,ZTE,5.57,Significant packet drop detected on connection link.
